identifier,name,description
a40929ab-a165-5749-a989-044afa0448d0,,Determine whether a matrix has an inverse
bfa4edbf-64d8-544d-8006-c202096fd9d8,,Find the inverse of a matrix if it exists
a7ca0993-af5e-5c4f-94d2-c1d931f6a547,,Prove polynomial identities
b5a95f37-1740-50db-af1c-da787e2a4026,,Use polynomial identities to describe numerical relationships
96c682e0-9b70-5d9a-8094-bb37cf274230,,Compare two numbers between 1 and 10 presented as written numerals.
2b1c7d26-ed85-50cc-b920-04bf571667de,,Derive the equation of a hyperbola given the foci
f6847772-0c80-59e6-a0dd-70ebe73c9344,,Derive the equation of an ellipse given the foci
9a69106b-bb8b-5a63-a8d4-f68a20306123,,Write a function that describes a relationship between two quantities
11214591-615b-5929-b649-c2660de7ccaf,,Use inverse functions to solve trigonometric equations in a modeling context
b5ef9e72-28b4-55d8-9288-440d870067cd,,"Evaluate the solution to a trigonometric equation from a real-world problem using technology, including solutions found using inverse functions"
b92848e4-8e14-5d60-af6c-41767d64e8f9,,"Interpret the solution to a trigonometric equation, including a solution generated using inverse functions, from a real-world problem in context"
685131ac-6579-5a09-b675-995525838be5,,Use properties of operations to add rational numbers
7aa5ed91-3ba3-5eff-93af-77123a99843d,,Use properties of operations to subtract rational numbers
ce4afd4b-6f1d-5d6f-83df-ac9b90a40250,,Use properties of operations to add and subtract rational numbers
113eb6e8-6afa-5fad-9c50-e25dc64babd5,,Use a scaled picture graph  to represent a data set with several categories
33be216e-2109-54ec-aa3e-6c0bd1006c01,,Solve one-step problems using information presented in a scaled bar graph
927348fe-e3fb-5e94-b3d4-b5c3cb64bef4,,Use a scaled bar graph to represent a data set with several categories
db9fc2c4-fbae-5ba0-8e50-5fb1716013a9,,Solve two-step problems using information presented in a scaled bar graph
3c7dcfad-a121-5de1-b274-420408f9d54c,,Identify or determine the constant of proportionality (unit rate) in equations of proportional relationships
5ec9f641-05be-5846-b3fb-fab3138ef0d3,,Identify or determine the constant of proportionality (unit rate) in graphs of proportional relationships
8c8b40c3-0da5-5240-90ef-5a93150fd9d6,,Identify or determine the constant of proportionality (unit rate) in verbal descriptions of proportional relationships
a205a83d-652d-5095-9a1a-07676d6a394d,,Identify or determine the constant of proportionality (unit rate) in tables of proportional relationships
e927647f-0791-56f7-bf44-879e8f10b981,,Identify or determine the constant of proportionality (unit rate) in diagrams of proportional relationships
402e7eef-e7b7-5600-887b-3883bb55427d,,"Describe the effect of reflection across lines other than the x- or y-axis on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
4815a989-c11e-5dfc-ad40-436c131a856a,,"Describe the effect of rotations that are not multiples of 90 degrees on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
4c98d1fb-d791-55a0-9c53-da896b8d1066,,"Describe the effect of a series of transformations including dilation on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
5816f6d6-1545-5d58-aa57-e46fc3e3f9d5,,"Describe the effect of translation on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
61d83709-91fa-53c2-a6e1-9e7b4fd01343,,"Describe the effect of rotations about the origin that are multiples of 90 degrees on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
6827617f-2cfb-5250-8406-48bb3b1c4a59,,"Describe the effect of reflection across lines parallel to the x- or y-axis on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
9483c9ac-57b6-52f8-8d48-0b5b485c03a6,,"Describe the effect of reflection across the x- or y-axis on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
b12819c6-2869-5f6c-9810-5b54feeee60a,,"Describe the effect of rotations that are multiples of 90 degrees on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
b6e6ec4d-a1af-5c7b-87df-21c9160a6c78,,"Describe the effect of dilation centered at the origin on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation "
c169f8f0-5a56-5ac9-b8f4-13d6d170d53a,,"Describe the effect of dilation on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation "
dd9fa6a3-ec0e-5ae3-be32-88fc3e2b5e60,,"Describe the effects of a series of basic rigid motions (translations, rotations, and reflections) on two-dimensional figures in the coordinate plane, including the use of coordinates and algebraic representation"
e8c6b8a4-255d-5ca4-b0fb-ac0d12690462,,Recognize that dilations are non-rigid transformations that enlarge or reduce a figure according to a scale factor
1407e5b5-d4e7-50d9-bc0c-6b3a65a95919,,Solve systems of linear equations in mathematical problems algebraically
b38442d0-5d55-5f2d-857a-b6a4491153d9,,Use a graph to find or approximate the solution to a system of linear equations in mathematical contexts
c238ecdc-5935-568d-b7c8-eccdf8ba4cf9,,Use a graph to find or approximate the solution to a system of linear equations in real-world contexts
ca6b190d-85fc-50ca-93b0-5a15d0a20b52,,Solve systems of linear equations in real-world problems algebraically
ee3e1fbd-dcc7-5792-b51a-f27478b10559,,Graph a system of linear equations to find its solution
a679c3b7-cb84-595f-ac40-5517f2f25bfc,,Generate a shape pattern that follows a specified rule
d76ac695-5b8b-5196-8019-0e4b86b3bd93,,Identify features of a pattern that are not explicit in the rule of the pattern
f14ddf6b-75f5-52d8-be88-8bf26119bafb,,Generate a number pattern that follows a specified rule
5f269067-422f-5eee-bea2-70ebeceb7191,,Restrict a trigonometric function to a domain on which it is monotonic so that it is invertible
3d4b5315-4ddc-5d91-827b-58af7e0a96f2,,Find the area of a rectangle with fractional side lengths by tiling it with unit squares of the appropriate unit fraction side lengths
7e715af1-e601-5dbc-89a3-1643f55e93c2,,Show that the area of a rectangle with fractional side lengths found by tiling with unit squares is the same as the area found by multiplying the side lengths
9e161f6b-d8e3-56a0-a7db-4072807b4c33,,Represent fraction products as rectangular areas
fe7e289c-2135-527d-8110-d8ee55117835,,Multiply fractional side lengths to find areas of rectangles
1c553f68-277a-56e0-a926-61f7ebf4493b,,"Count to answer ""how many?"" questions about as many as 20 things arranged in a circle"
50af0952-48f0-5218-a393-175a1aa77a37,,"Given a number from 1-20, count out that many objects"
ab48b7f3-95ab-52fe-8bb7-e9d115783169,,"Count to answer ""how many?"" questions about as many as 20 things arranged in a rectangular array"
d8004194-a0e8-5a32-b36b-6173fc61194a,,"Count to answer ""how many?"" questions about as many as 10 things in a scattered configuration"
f8ac25cc-e070-51ec-be67-0f73895fccff,,"Count to answer ""how many?"" questions about as many as 20 things arranged in a line"
418d3f5e-b571-5056-a7bf-88f3acecc18f,,Use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate
89c16385-001c-532e-9171-289208b0519e,,Solve mathematical problems by drawing polygons in the coordinate plane when given coordinates for vertices or by identifying the coordinates of missing vertices
9303ba90-84ec-54eb-be9d-a586b50f3043,,Solve real-world problems by drawing polygons in the coordinate plane when given coordinates for vertices or by identifying the coordinates of missing vertices
9dbe375b-d5bf-56e9-9980-9d21682bf1da,,Draw polygons in the coordinate plane when given coordinates from any of the four quadrants for the vertices
d07119b2-8552-57f9-9bfb-cd9a685d930f,,Solve real-world problems by using coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate
fcb8e3dc-5656-5f3d-ab79-32a8a67c913f,,Solve mathematical problems by using coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate
9eae2bea-292b-57dc-a83b-4f1ca93fdcc8,,Identify a solid as three-dimensional
dc883171-ae45-515f-b66c-2efc24048237,,Identify a shape as two-dimensional
108e49e3-c3ca-58ed-a70d-95086aa90c52,,Use variables to represent quantities in real-world problems
3696bd12-79d1-5294-a855-8645b95dc7e2,,Use variables to represent quantities in mathematical problems
7c6deb43-5973-5923-8c6e-e5d29adbaba1,,Construct simple inequalities to solve problems
ffdefe1f-e62c-5137-89c4-ef901293bfe8,,Construct simple equations to solve problems
109a8b0a-a20f-539b-9668-2b6190468957,,Prove the opposite sides of a parallelogram are congruent
11f20bd0-6c81-5df4-927c-c29511b38ff1,,"Prove a quadrilateral is a rectangle by proving facts about its sides, angles, and/or diagonals, including recognizing that a rectangle is a parallelogram with congruent diagonals"
1eff8b11-14f2-511b-9e06-58312ca47ecd,,Prove opposite angles of a parallelogram are congruent
74b7c811-f6b5-50e0-a910-47fdca46eca4,,Prove rectangles are parallelograms with congruent diagonals
8db81ece-f967-5c76-9203-c4265a5f22e4,,"Prove a quadrilateral is a parallelogram by proving facts about its sides, angles, and/or diagonals"
92baa449-8619-59d0-be70-acc97e51e598,,Prove the diagonals of a parallelogram bisect each other
9c8bf32b-4950-582c-8314-5a66cf60c798,,Prove theorems pertaining to parallelograms
b27ddfeb-10f2-55a0-b836-be1a23a07659,,Show the Fundamental Theorem of Algebra holds true for quadratic polynomials
b4c01042-df5d-57ca-b398-fdc29b74abbc,,Know the Fundamental Theorem of Algebra
0119f987-f1eb-59b5-ae44-5bbc8ca9635a,,Represent whole numbers as lengths on a number line diagram
59146f3f-6129-5c32-9b5c-b87f5e338911,,Represent whole-number sums and differences on a number line diagram
5ca2749c-5daf-574f-ba80-fb7023edd3db,,Represent whole-number sums on a number line diagram
6075778b-d005-5e18-8d71-3f5ce9662b1c,,Represent whole-number differences on a number line diagram
089c550e-f3a4-5ea2-959a-34e267c3e374,,Subtract fractions with different denominators by using equivalent fractions
3f8f80e7-a5c3-56e5-bf2d-90c5bb5f4f08,,Subtract mixed numbers with different denominators by using equivalent fractions
d022d8d2-37f6-5ce9-bb02-e000d731aba0,,Add fractions with different denominators by using equivalent fractions
d2565c2d-3930-54d3-864e-e532fd65cf6c,,Add mixed numbers with different denominators by using equivalent fractions
0f188ee6-373e-5330-afb7-d48be0c6e2e1,,"Count up by 1s, starting at a given number between 1 and 20"
85bcacad-d1c8-5e4a-8ffe-0e23ebb13790,,"Count up by 1s, starting at a given number other than one"
ead80c29-b661-548b-9cb5-912f34329a07,,Verify experimentally that a dilation leaves a line passing through the center of the dilation unchanged
f9111829-4362-504e-8b84-da651e980e33,,Verify experimentally that a dilation takes a line not passing through the center of the dilation to a parallel line
17f4ad11-0f41-5e64-800f-74577e82b48c,,"Count up from zero by 10s, ending at any number up to 120"
18d6b278-54ce-5011-89b9-5692255e985f,,"Count up from zero by 1s, ending at any number up to 120"
3c1df05c-0cfa-515c-b2cf-1741f6f0f085,,"Count down by 10s, starting and ending at a number up to 120"
5a704f63-1460-5928-82b6-edfa359a8297,,Read numerals to 120
8c23a3f0-b122-5f89-b85d-6fdd2fbb94d8,,Write numerals to 120
aa4cdcda-5636-5ff9-a386-9bd5b23d58b8,,Represent a number of objects up to 120 with a written numeral
c497e2ee-afb7-51b4-ba18-1feb6bc1f2af,,"Count up by 10s, starting at a nonzero number and ending at any number up to 120"
c753e6c1-7329-520f-b13b-eb2a53e7426f,,"Count down by 1s, starting and ending at a number up to 120"
da04a9ac-f613-571f-96e8-f1d3d29e3f87,,"Count up by 1s, starting at a non-zero number and ending at any number up to 120"
39d56ac9-6687-59c4-b824-215974bacdf4,,"Fluently add within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction"
41093be0-d626-5e79-8fa0-bbd0f98a4a59,,"Fluently subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction"
5b9cd29a-a10c-5d41-af27-9d632630c4db,,Solve real-world problems using ratio and rate reasoning
c869a6c1-ffed-596f-a64f-6bffdd8faf92,,Solve mathematical problems using ratio and rate reasoning
802a0d9b-7de2-54f9-9c61-2776e8569408,,Find inverse functions
8525ce00-0930-5499-87fc-8256d9ea5550,,Use area models to represent the distributive property
a5b2425c-e21a-52d3-8ab9-eeef36e8c9e5,,Use tiling to show that the area of a rectangle with side lengths a and b + c is the sum of a × b and a × c
15d15ca0-470d-5813-8764-bd8d69bdab3e,,Prove the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length
36955fa6-b0f0-5454-8e2a-5f562c1ca272,,Prove theorems pertaining to triangles
70b1e508-f519-50d6-863f-5d2a52b7787f,,Apply theorems about triangles to solve real-world problems
9f1d2ba3-2a95-5019-a9c6-b6e9604c77c5,,Apply theorems about triangles to solve mathematical problems
a8d28aa9-cf2c-52e1-837b-ba7f9a5d3ecb,,Prove the measures of interior angles of a triangle have a sum of 180º
b0065404-225c-52b5-a2bf-1db602cc56a8,,Prove base angles of isosceles triangles are congruent
d5b56674-6453-5541-82e0-f43b808b065a,,Prove the medians of a triangle meet at a point
88de053e-8d30-5976-9733-6952dfb9277a,,Solve problems involving velocity represented by vectors
a1a885e5-6289-5833-b7f4-52345fd10d54,,"Solve problems involving quantities, including velocity, that can be represented by vectors"
02a71000-c42d-5026-90a7-46e8d0b50fb3,,Calculate probabilities from a two-way frequency table
186c0d25-bfaf-5723-b0dc-b64048f35f67,,Construct and interpret two-way frequency tables of data for two categorical variables
42c82996-32ce-57e0-aae7-220894b64286,,Use probabilities from a two-way table to evaluate the independence of two variables
2365e5b0-7dd3-5a9a-8cf8-009fa465b541,,Represent division of unit fractions and non-zero whole numbers with equations.
b21ec473-b313-583a-bf1f-93726b1883d5,,Solve real-world problems involving division of unit fractions by non-zero whole numbers
c13bce31-d422-5a5a-988e-eadbda5d93d1,,Solve real-world problems involving division of whole numbers by unit fractions
0f80aa86-2c60-5a0f-bd85-7720345949d9,,"Identify a fraction a/b as the quantity formed by a parts of size 1/b (where b is 2, 3, 4, 6, or 8)"
188fe970-4e1d-52c4-9f18-5e2fade05494,,"Identify a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts (where b is 2, 3, 4, 6, or 8)"
18b25176-504e-5aa3-8d88-bf95d410e652,,Represent vector subtraction graphically by connecting the tips in the appropriate order
1fb7e637-314f-51fd-bae7-c4f9c6ecd851,,"Understand vector subtraction v - w as v + (-w), where -w is the additive inverse of w, with the same magnitude as w and pointing in the opposite direction"
21465d0b-9710-5f77-af27-cca544bfe434,,Perform vector subtraction component-wise
17aaf480-20c3-5073-abd9-03a65aa1226a,,"Use subtraction within 20 to solve word problems involving taking from and taking apart amounts, with unknowns in all positions"
951e92fc-d451-56e5-96ad-ee35f5294c82,,Use subtraction within 20 to solve word problems involving comparison with unknowns in all positions
cf1426e3-bb42-5ac4-954f-b935a4f32587,,Use addition within 20 to solve word problems involving comparison with unknowns in all positions
fe904c98-99f4-51c7-84e0-bdfb3f48f467,,"Use addition within 20 to solve word problems involving adding to and putting together an amount, with unknowns in all positions"
35c2f57a-096a-5414-a8b4-809085eb822e,,"Apply properties of operations to calculate with numbers in any form (whole numbers, fractions, and decimals), converting between number forms when appropriate"
a314cbdc-2032-5457-83d1-c8e4304e723f,,"Solve multi-step real-life problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals)"
e26b6696-1fe6-5a93-97f8-2de9dd1d07e2,,Assess the reasonableness of answers using mental computation and estimation strategies
ec2a48cb-e041-5d38-b392-37aedf26919f,,"Solve multi-step mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals)"
317f9cf3-3430-58d9-b00e-d1c2c2e23c7f,,Solve word problems involving multiplication of a fraction by a whole number
4092257b-3b7e-57b1-a1ba-ec01d48a89a1,,Use visual models to represent word problems involving multiplication of a fraction by a whole number
4d77123a-200c-5c72-9e34-64eee3eb6ce9,,Use equations to represent word problems involving multiplication of a fraction by a whole number
b5446421-5dfd-5995-9e11-24079bbabfcf,,"Solve word problems involving multiplication of a fraction by a whole number (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
ed5626b9-3172-58ef-99fd-3ae9ebb7704d,,"Apply the Binomial Theorem for the expansion of (x+y)^n in powers of x and y for a positive integer n, where x and y are any numbers, with coefficients determined for example by Pascal's Triangle"
d37fc186-0516-5779-9949-4b14f28cafa2,,"Identify a relationship as a function if its graph is the set of ordered pairs, (x, y), consisting of an input, x, and its corresponding output, y"
f50b9fed-bce3-5365-a39c-188686c9b2c1,,Identify a relationship as a function if it assigns exactly one output to every input
9ad64d89-3181-5e64-96cd-d4279826eeda,,"Generate examples of a linear equation in one variable with one solution, many solutions and no solutions"
c219ca3a-ae83-5cf0-bf51-54c4ae3dc609,,Isolate the single variable in a linear equation and interpret the result to determine its number of solutions
d9f1f252-0f83-5b67-9cdd-1fd757a1d3f0,,"Identify linear equations in one variable with one, no, or infinite solutions by inspection"
418cd2c0-ac93-5257-b74b-94b3f51675b1,,Know and use the fact that the determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse
47208d22-8708-5444-834d-ac45a0deb789,,Know the definition and properties of the zero and identity matrices
b5a62c88-d450-5ad9-9c7a-a39a42488e31,,Recognize that the role the zero matrix plays in addition and multiplication is similar to the role of 0 in the real numbers
cab9e5ee-13b2-5136-9cfb-52ca51c68a1e,,Recognize that the role the identity matrix plays in addition and multiplication is similar to the role of 1 in the real numbers
8819fa6b-bd86-58b7-badd-df03a195db74,,Apply the distributive property to factor simple expressions
977bc6f0-47f9-5d5f-942d-4f3477d4a2fe,,Apply the distributive property to expand simple expressions
a629106a-c48e-5417-a29e-68ab652c8c5d,,"Apply the commutative property to generate one or more equivalent expressions, including combining and separating like terms"
e1d1c595-427d-5dcd-a1e3-8e37184e2a64,,"Apply the associative property to generate one or more equivalent expressions, including combining and separating like terms"
96b4f4dc-dcd9-5aba-9cb0-97c1d5b77cab,,Use multiplication and addition to solve mathematical problems involving volume
f6cc98df-8d45-5acc-868f-9fd3fa9f58e5,,Use multiplication and addition to solve real-world problems involving volume
0a9701cd-7c3c-5a65-a2e1-603f21c0d465,,"Subtract multiples of 10 from multiples of 10, where both multiples are less than 100, using strategies based on properties of operations and/or the relationship between addition and subtraction"
6699f67c-34cf-58f3-80da-31f299ba54ab,,Relate a given subtraction strategy to a written method
7312da09-87e4-5c12-a2e2-e3f6948b70ae,,"Subtract multiples of 10 from multiples of 10, where both multiples are less than 100, using strategies based on place value"
c6bfffdd-d638-52d4-9bda-816a7f3778e6,,"Subtract multiples of 10 from multiples of 10, where both multiples are less than 100, using concrete models or drawings"
046773e7-7579-5d4e-ab67-848d91980baf,,Identify the effect on the graph of an absolute value function when replacing f(x) with f(x) + k
0bf33ebf-7eae-5c52-97cd-7483eac320d1,,Identify the effect on the graph of a cubic function when replacing f(x) with f(x + k)
25892b28-078d-53b5-bda5-4dd373e78124,,Identify the effect on the graph of a function when replacing f(x) with f(x) + k
26c930a1-85a2-5dbe-9402-6a288563913d,,Identify the effect on the graph of a function when replacing f(x) with kf(x)
2c84b95e-ee4e-5eff-a3aa-21bcdb619ac9,,Identify the effect on the graph of a square root function when replacing f(x) with f(x) + k
3ab01f8d-d0ba-5317-9dae-83d824e21b1b,,Identify the effect on the graph of a quadratic function when replacing f(x) with f(x + k)
3b2046dc-d5f2-5ffb-a769-8835eab9f978,,"Given the graphs of the original function and a transformation, determine the value of (k)"
3b514135-e6a5-50e2-b00e-92efa72b6ade,,Identify the effect on the graph of an inverse variation function when replacing f(x) with kf(x)
439bf4cf-0330-51ec-9352-b2a9fb8b7330,,Identify the effect on the graph of a simple rational function when replacing f(x) with f(x) + k
440049f3-64e2-580a-872e-571a26391775,,Identify the effect on the graph of a function of replacing f(x) with a combination of multiple transformations
4ac23151-bc2a-5813-b2ab-b450d752a8e6,,Identify the effect on the graph of a quadratic function when replacing f(x) with f(kx)
51518a92-26a8-5094-9d58-5eebc4c55b64,,"Given the graphs of the original linear function and a transformation, determine the value of (k)"
55ffe9c6-2325-52b6-8944-a31fe1e6fbaf,,Identify the effect on the graph of a quadratic function when replacing f(x) with kf(x)
5aa10866-95a7-585f-8f32-7cb2000cc42c,,Identify the effect on the graph of a logarithmic function when replacing f(x) with f(kx)
5be0a8ca-2697-546f-bee5-0992976e4c98,,Identify the effect on the graph of a function when replacing f(x) with f(x + k)
64bf1c9f-4e27-5243-9a6d-05dc07a359da,,Identify the effect on the graph of a cubic function when replacing f(x) with kf(x)
6660d720-00f3-5592-b456-41cc1426a254,,Identify the effect on the graph of a cubic function when replacing f(x) with f(x) + k
68724e24-500c-5583-9eed-3ac2e378568c,,Identify the effect on the graph of a square root function when replacing f(x) with kf(x)
7a1dd473-5f82-5047-b22b-21cafe22d4a4,,Identify the effect on the graph of a square root function when replacing f(x) with f(x + k)
7cdf9ecb-1152-59a0-b92e-eb04e453cfee,,Identify the effect on the graph of an absolute value function when replacing f(x) with f(kx)
84b27763-775e-5c62-a799-120f253c3c3e,,Identify the effect on the graph of a simple rational function when replacing f(x) with kf(x)
85ee0168-013f-5e6a-8626-e25e76f83d96,,Identify the effect on the graph of an absolute value function when replacing f(x) with f(x + k)
8e759d1a-ae8f-5329-b970-82bfc9434edb,,Identify the effect on the graph of an absolute value function when replacing f(x) with kf(x)
9649a019-9af0-5a40-bddb-bd60e7e55a84,,Identify the effect on the graph of an inverse variation function when replacing f(x) with f(x) + k
9fa666c3-bfcd-53d3-965d-83453698a0f8,,Identify the effect on the graph of a cubic function when replacing f(x) with f(kx)
a1b3800a-b8b4-5eb7-93f3-066f55683128,,Identify the effect on the graph of a function when replacing f(x) with f(kx)
a77f0494-51f5-5bb1-861a-b1729f440e6e,,Identify the effect on the graph of an inverse variation function when replacing f(x) with f(kx)
ad6f830f-c978-57c7-8230-b6dfe7900fc0,,Recognize even and odd functions from their graphs and equations
b2051479-f904-5dfb-b03c-4232f786fcb5,,Identify the effect on the graph of a simple rational function when replacing f(x) with f(x + k)
ce52f306-837b-5331-a83f-1722bad70710,,Identify the effect on the graph of a square root function when replacing f(x) with f(kx)
ce76f2e6-ae9c-58d0-81e1-f87cf4c10b6e,,Identify the effect on the graph of an inverse variation function when replacing f(x) with f(x + k)
d29d9fdb-b9ac-559e-bd44-9e9ae1c995c2,,Identify the effect on the graph of a logarithmic function when replacing f(x) with f(x + k)
d4f1afec-b396-5df5-bd6d-dda9ef81224b,,Identify the effect on the graph of a logarithmic function when replacing f(x) with kf(x)
f0077d45-87f8-52f7-8417-9851f2dafb54,,Identify the effect on the graph of a logarithmic function when replacing f(x) with f(x) + k
f0bb59c1-4b96-51c7-ae44-7fd1f7e784e8,,Identify the effect on the graph of a quadratic function when replacing f(x) with f(x) + k
fc73da5e-5e31-558f-8942-5e179adcb85e,,Identify the effect on the graph of a simple rational function when replacing f(x) with f(kx)
123700d1-59f1-5e78-84fc-e9988a590cfb,,Solve word problems involving addition of fractions referring to the same whole and having like denominators
63e76820-5fc1-5ca3-88a0-8e4597eca670,,"Solve word problems involving subtraction of fractions referring to the same whole and having like denominators (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
80c88178-b3d7-529b-8e94-c09da6c69e6d,,Solve word problems involving subtraction of fractions referring to the same whole and having like denominators
832d4e61-ae9c-5b6b-8f11-cd5bae627bfa,,"Solve word problems involving addition of fractions referring to the same whole and having like denominators (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
52b216df-e04d-597e-8253-efdc4c55e206,,Represent a system of linear equations as a single matrix equation in a vector variable
36d0fda5-a6ac-58c4-ba46-33343468ac4b,,Find and position integers and other rational numbers on a vertical or horizontal number line diagram
58c3fbf4-1e36-588b-bd08-87921589162f,,Find and position integers and other rational numbers on a coordinate plane
28d45152-c961-5c22-ac93-78a39ed1aa1a,,Recognize a fraction a/b with a > 1 as a sum of fraction 1/b
11ab91b2-6be8-53d9-b0f5-f069b0a55c86,,Recognize that the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x) (limited to linear and/or exponential functions)
33c8c36e-587d-5c50-a7b4-3dc1d8e88d94,,"Find approximate solutions to the equation f(x) = g(x) by using technology to graph the functions, make a table of values, or find successive approximations (limited to linear and/or exponential functions)"
98280fd2-802d-55bd-ab63-748aecf5f667,,"Find approximate solutions to the equation f(x) = g(x) by using technology to graph the functions, make a table of values, or find successive approximations"
9c7b2e1c-7291-5d0b-95d4-c56bd68de24a,,Interpret the solution(s) to the equation f(x) = g(x) in context
def58a0b-7e17-57c5-b8d5-c6d25b35f7ae,,Recognize that the x-coordinates of the points where the graphs of the equations y = f(x) and y = g(x) intersect are the solutions of the equation f(x) = g(x)
613323d4-dfba-5474-b7cb-c5f104ac37dc,,"Make a line plot to display a data set of measurements in fractions of a unit (1/2, 1/4, 1/8)"
fcae5c49-fbc6-5f91-990b-7a786b798824,,Use fraction operations to solve multi-step problems using information presented in line plots
0745e110-05aa-53fa-9f3c-418c92c75c2c,,Recognize subtraction of fractions as separating parts referring to the same whole
2f52e80a-dffe-5042-bab0-c048a7adb500,,Recognize addition of fractions as joining parts referring to the same whole
3435b2aa-520a-583e-9fbf-47110867a9de,,Model the relationship between independent and dependent variables to solve real-world problems
cc56ee36-cbb8-5387-b845-f41585c0660e,,Represent a real-world situation by writing an equation that expresses the dependent variable in terms of the independent variable
d29c0749-bd31-5ad3-8a3c-2a24769df8ce,,Analyze the relationship between dependent and independent variables using graphs and tables and relate to an equation
21d25212-43dc-5a81-8202-8ca8b6871316,,Evaluate numerical expressions in which letters stand for numbers
2969a46e-7f80-5c21-b6ee-f3cde15efb0e,,Write numerical expressions in which letters stand for numbers
1b707b1d-ed3e-59b5-b898-8cc84451aff6,,"Express the area of each equal part of a shape as a unit fraction of the whole (with denominators of 2, 3, 4, 6, and 8) "
1e26fb99-4862-5992-b5d1-2d22fc6f9a6e,,"Partition shapes into parts with equal areas (2, 3, 4, 6, or 8 equal parts)"
0aa48ef1-527f-5865-b2c0-315418eadb8f,,Use the angle-angle criterion to show triangles are similar
0f811022-7df8-539c-8751-3580e0342c0f,,Prove a line parallel to one side of a triangle divides the other two proportionally and its converse (Triangle Proportionality Theorem)
1518362e-ad65-5f77-86e7-37b26280bec9,,Use triangle similarity to prove other theorems about triangles
17146efa-3977-58ab-b3ca-44d7d7df1f42,,Prove theorems about similar triangles
d01f5435-9374-5fc1-bdb2-daecf33aa4d5,,Prove the Pythagorean Theorem using triangle similarity
d79aa72a-8b75-538b-9acb-eabb3c037811,,Use the side-side-side criterion to show triangles are similar
f8da1536-78aa-5e6a-8487-7b73816ca0ef,,Use the side-side-angle criterion to show triangles are similar
7d8ac59e-6af5-5fe9-adcb-8a0a2e69a822,,Fluently subtract within 5
ed56ad51-365b-5897-a366-d43c05a89551,,Fluently add within 5
0b4a3aca-ad10-5ad3-b890-e30d7042bd5b,,Use the definition of a function to determine whether a relationship represented algebraically is a function
22750536-762d-58a9-b6b6-95e958f8614f,,Use the definition of a function to determine whether a verbal description of a relationship represents a function
50498599-6f3e-5ed3-8398-58bfcc2dfd3b,,Use the definition of a function to determine whether a relationship represented in a table is a function
5f59e0c8-cf97-505f-a038-c8073b79a013,,Use the definition of a function to determine whether a relationship represented in a graph is a function
69968254-1ac1-5430-82cf-f1ab1feaf603,,"Given the function f(x), identify x as an element of the domain, the input, and
f(x) as an element in the range, the output"
f60f8666-170c-52a2-8c42-f2ba2ba064fe,,"Know that the graph of the function, f, is the graph of the equation y=f(x)"
7477f174-e487-52ac-80ae-13970508fc2d,,Identify solutions to systems of linear equations visually on graphs
9cdd3a07-87e5-5b0a-8aec-bb3ef30ed3f1,,Solve simple systems of linear equations by inspection
c7a43025-4d65-5329-a34d-7d7a084b0cf2,,Solve systems of linear equations algebraically
7829e94a-2451-57ee-96cb-0b590fa68b40,,"Explain what a point (x, y) on the graph of a proportional relationship means in terms of the situation"
9ff22c5d-b7f4-51bb-a56d-9ae9123bc23c,,"Explain what a point (0, 0) on the graph of a proportional relationship means in terms of the situation"
db5f1010-a6c1-55e4-a84f-74ca6899ffa4,,"Explain what a point (1, r), where r is the unit rate, on the graph of a proportional relationship means in terms of the situation"
5409556b-2f94-54b7-8d77-4ce5d3e86e27,,"Interpret, in context, the average rate of change of a function over a specified interval"
da9534b0-d837-5e37-ae66-d506a2231d78,,Calculate the average rate of change over a specified interval of a function presented symbolically or in a table
ec373d80-fbd7-58c3-b8c2-d71abefa9039,,Estimate the average rate of change over a specified interval of a function from the function’s graph
18987551-d948-57b5-8304-619be587d66e,,Express whole numbers as fractions
